Country,Indicator,latest_value
Republic of Moldova,"Share of Informal employment by economic activity (%), Agriculture",92.2
Republic of Moldova,Climate Risks Index Score,81.67
Republic of Moldova,"Share of Informal employment by sex (%), Total",55.9
Republic of Moldova,"Inequality-adjusted Human Development Index, difference from non-adjusted HDI value",8.52
Republic of Moldova,Household air pollution from solid fuels,0.06
Republic of Moldova,"Ores and metals exports, percent of merchandise exports",2.5
Republic of Moldova,Government Response Stringency Index,17.02
Republic of Moldova,Forest area (% of land area),11.72
Republic of Moldova,Access to electricity (% of population),100.0
Republic of Moldova,"Freshwater withdrawal, proportion of available freshwater resources",12.56
Republic of Moldova,"Population Using at least Basic Sanitation Services, urban, percent",84.91
Republic of Moldova,Inequality-adjusted Human Development Index,0.7
Republic of Moldova,Economic Inequality Score,64.5
Republic of Moldova,"Natural Capital, USD per capita",3841.0
Republic of Moldova,Human development index (HDI),0.763
Republic of Moldova,"COVID-19 IFI financial response packages, USD",793400000.0
Republic of Moldova,Share of Parliament Seats Held by Men,59.41
Republic of Moldova,Climate Change Readiness Ranking,85.0
Republic of Moldova,"Share of Informal employment by sex (%), Male",55.2
Republic of Moldova,Unemployment rate,3.5
Republic of Moldova,"Labour Force Participation Rate, female",71.5
Republic of Moldova,"Employment outside the Formal Sector by sex (thousands), Female",436.28
Republic of Moldova,"Share of Informal employment by sex and age (%), Female, 15-24",68.8
Republic of Moldova,"Informal employment by sex (thousands), Male",399.69
Republic of Moldova,Share of Parliament Seats Held by Women,40.59
Republic of Moldova,Voice and Accountability Index,0.05
Republic of Moldova,"Share of Informal employment by sex and status in employment (%), Male, Employees",8.5
Republic of Moldova,"Poverty headcount ratio at $2.15 a day (2017 PPP), % of population",0.1
Republic of Moldova,"Gross Domestic Product (GDP) per capita, percent change",6.9
Republic of Moldova,"Employment outside the Formal Sector by sex and economic activity (thousands), Male, Non-agriculture",55.11
Republic of Moldova,"Employment outside the Formal Sector by sex and age (thousands), Female, 25 and above",406.1
Republic of Moldova,"Share of Employment outside the Formal Sector by sex and age (%), Male, 25 and above",51.5
Republic of Moldova,"Human Development Index, male",0.75
Republic of Moldova,"Share of Informal employment by sex and status in employment (%), Male, Self-employed",94.4
Republic of Moldova,"Informal employment by sex (thousands), Total",856.11
Republic of Moldova,Human Flight and Brain Drain Score,7.8
Republic of Moldova,"Share of Informal employment age (%), 15 and above",55.9
Republic of Moldova,"Employed Covered in the Event of Work Injury, percent",71.6
Republic of Moldova,"Employment outside the Formal Sector by sex and status in employment (thousands), Female, Employees",2.79
Republic of Moldova,"Informal employment by sex (thousands), Female",456.42
Republic of Moldova,"Employment outside the Formal Sector by sex and status in employment (thousands), Female, Self-employed",433.48
Republic of Moldova,"Employment outside the Formal Sector by sex and economic activity (thousands), Total, Agriculture",746.4
Republic of Moldova,"Share of Employment outside the Formal Sector by sex and age (%), Female, 25 and above",53.3
Republic of Moldova,"Share of Employment outside the Formal Sector by sex (%), Male",52.0
Republic of Moldova,"Share of Employment outside the Formal Sector by age (%), 15 and above",53.1
Republic of Moldova,"Informal employment by sex and age (thousands), Female, 15-24",31.35
Republic of Moldova,"Share of Employment outside the Formal Sector by sex and age (%), Male, 15 and above",52.0
Republic of Moldova,"Informal employment by sex and status in employment (thousands), Female, Self-employed",441.01
Republic of Moldova,"Access to electricity, rural (% of rural population)",100.0
Republic of Moldova,"Informal employment by age (thousands), 15 and above",856.11
Republic of Moldova,Proportion of Labour Force with Advanced Education,73.56
Republic of Moldova,"Informal employment by age (thousands), 15-64",612.85
Republic of Moldova,"Inflation, percent change pre-COVID-19 baseline",5.0
Republic of Moldova,Rule of Law Index,-0.33
Republic of Moldova,"Employment outside the Formal Sector by sex and age (thousands), Male, 15-64",274.19
Republic of Moldova,"Gross National Income Per Capita, female (2017 PPP$)",12271.91
Republic of Moldova,"Informal employment by sex and economic activity (thousands), Total, Agriculture",781.6
Republic of Moldova,Gross National Income Per Capita (2017 PPP$),12963.62
Republic of Moldova,Group Divisions in Society Score,6.1
Republic of Moldova,Inequality in income,13.55
Republic of Moldova,"Share of Informal employment by sex and status in employment (%), Female, Self-employed",97.5
Republic of Moldova,"Employment outside the Formal Sector by sex and age (thousands), Male, 25 and above",346.59
Republic of Moldova,CSO participatory environment,0.25
Republic of Moldova,"Proportion of population above statutory pensionable age receiving a pension, male",100.0
Republic of Moldova,"Employment outside the Formal Sector by sex (thousands), Male",376.36
Republic of Moldova,Percent of firms formally registered when they started operations in the country,98.4
Republic of Moldova,Adequacy of social safety net programs (percentage of total welfare of beneficiary households),13.24
Republic of Moldova,"Climate Change-related change in death rates per 100,000 population (RCP8.5 SSP3)",-31.32
Republic of Moldova,"Access to internet, percent of population",61.29
Republic of Moldova,"Rule of Law Index, percentile rank",41.83
Republic of Moldova,Climate Vulnerability Ranking,84.0
Republic of Moldova,"Material footprint per capita, tonnes",8.53
Republic of Moldova,Gini Index,25.7
Republic of Moldova,Social Inclusion and Equity Index,3.9
Republic of Moldova,"Share of Informal employment by age (%), 25 and above",55.1
Republic of Moldova,"Share of Informal employment by sex and economic activity (%), Female, Agriculture",97.0
Republic of Moldova,"Informal employment by sex and economic activity (thousands), Male, Agriculture",339.66
Republic of Moldova,"Gross National Income Per Capita, male (2017 PPP$)",13724.75
Republic of Moldova,"Rural Population, total",1442777.0
Republic of Moldova,"Informal employment by sex and age (thousands), Male, 25 and above",365.94
Republic of Moldova,"Renewable energy consumption, percent of total final energy consumption",22.04
Republic of Moldova,"Gross Domestic Product (GDP), percent change",5.0
Republic of Moldova,"Share of Informal employment by sex and age (%), Male, 15 and above",55.2
Republic of Moldova,"Share of Informal employment by economic activity (%), Non-agriculture",10.9
Republic of Moldova,"Greenhouse Gas (GHG) emissions, MtCO2e",13.17
Republic of Moldova,"Informal employment by sex and status in employment (thousands), Total, Self-employed",812.67
Republic of Moldova,"Informal employment by sex and age (thousands), Female, 15-64",315.48
Republic of Moldova,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.06
Republic of Moldova,"Government Effectiveness Index, percentile rank",37.02
Republic of Moldova,"Employment outside the Formal Sector by sex and age (thousands), Total, 15-64",569.64
Republic of Moldova,Gender Inequality Index,0.16
Republic of Moldova,"Informal employment by sex and status in employment (thousands), Male, Employees",28.03
Republic of Moldova,"Unemployment rate, pre-COVID-19 baseline",3.02
Republic of Moldova,"Share of Informal employment by sex and age (%), Male, 15-24",67.4
Republic of Moldova,LGBTQ+ Equality Index,36.0
Republic of Moldova,Mean household per capita out-of-pocket health spending ($ 2011 PPP),213.87
Republic of Moldova,"Employment outside the Formal Sector by sex and age (thousands), Female, 15-64",295.45
Republic of Moldova,"Proportion of population above statutory pensionable age receiving a pension, female",46.1
Republic of Moldova,Percent of firms competing against unregistered or informal firms,30.9
Republic of Moldova,"Population ages 65 and above, % of total population",12.98
Republic of Moldova,"Share of Employment outside the Formal Sector by status in employment (%), Self-employed",94.8
Republic of Moldova,"Informal employment by sex and economic activity (thousands), Male, Non-agriculture",60.03
Republic of Moldova,Planetary pressures adjusted Human Development Index,0.73
Republic of Moldova,"Share of Informal employment by sex and age (%), Female, 25 and above",55.8
Republic of Moldova,"Population, total",3329865.0
Republic of Moldova,"Employment outside the Formal Sector by sex and age (thousands), Total, 15-24",59.95
Republic of Moldova,"Employment outside the Formal Sector by sex and economic activity (thousands), Female, Agriculture",425.15
Republic of Moldova,Multidimensional Poverty Incidence,0.9
Republic of Moldova,"Employment outside the Formal Sector by sex and status in employment (thousands), Total, Self-employed",802.65
Republic of Moldova,"Poverty headcount ratio at $6.85 a day (2017 PPP), % of population",14.4
Republic of Moldova,"Proportion of population above statutory pensionable age receiving a pension, total",75.2
Republic of Moldova,"Poverty headcount ratio at $3.65 a day (2017 PPP), % of population",0.3
Republic of Moldova,"Share of Employment outside the Formal Sector by status in employment (%), Employees",1.5
Republic of Moldova,"Employment in industry, % of total employment",16.47
Republic of Moldova,Influence and Impact of External Actors in State Functioning,5.9
Republic of Moldova,"Employment outside the Formal Sector by sex and status in employment (thousands), Male, Self-employed",369.17
Republic of Moldova,"Share of Informal employment by status in employment (%), Employees",6.3
Republic of Moldova,"Percent change in Gross Domestic Product, pre-COVID-19 baseline",3.8
Republic of Moldova,"Share of Employment outside the Formal Sector by sex and age (%), Male, 15-24",59.5
Republic of Moldova,"Share of Employment outside the Formal Sector by sex and status in employment (%), Female, Employees",0.8
Republic of Moldova,"Share of Informal employment by age (%), 15-24",68.1
Republic of Moldova,"Employment outside the Formal Sector by sex and age (thousands), Male, 15-24",29.77
